Marital status,Application mode,Course,Previous qualification,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st year (enrolled),Curricular units 1st year (approved),Curricular units 2nd year (enrolled),Curricular units 2nd year (approved),Curricular units 3rd year (enrolled),Curricular units 3rd year (approved),Curricular units 4th year (enrolled),Curricular units 4th year (approved),Target
1,1,15,1,1,0,1,1,0,19,6,4,6,5,6,4,6,5,Graduate
1,8,15,1,1,0,1,1,0,21,6,0,6,1,6,0,6,1,Enrolled
1,15,4,14,1,0,0,1,0,21,6,2,6,0,6,2,6,0,Dropout
1,14,14,1,0,0,0,1,0,35,10,7,9,4,10,7,9,4,Dropout
1,12,6,1,0,0,1,1,0,28,5,3,5,3,5,3,5,3,Dropout
1,8,14,1,0,0,1,1,0,24,6,4,6,4,6,4,6,4,Enrolled
1,1,15,1,1,0,0,1,0,19,4,0,6,0,4,0,6,0,Dropout
1,8,14,1,0,1,0,1,0,20,6,5,6,4,6,5,6,4,Enrolled
1,1,5,1,1,0,1,1,1,20,6,6,6,6,6,6,6,6,Graduate
1,1,7,1,0,0,1,1,0,19,5,1,5,2,5,1,5,2,Enrolled
1,12,6,1,0,1,0,1,0,37,7,5,7,3,7,5,7,3,Dropout
1,1,11,1,1,0,1,1,0,19,6,2,6,1,6,2,6,1,Dropout
1,12,12,1,0,0,1,1,0,36,7,0,7,0,7,0,7,0,Dropout
1,12,9,9,0,0,1,1,0,29,5,0,5,0,5,0,5,0,Dropout
1,12,4,1,0,0,1,1,0,30,6,6,6,5,6,6,6,5,Graduate
1,16,14,12,0,1,1,1,0,32,6,2,6,0,6,2,6,0,Dropout
1,1,3,1,1,0,1,1,0,26,6,6,6,6,6,6,6,6,Enrolled
2,15,4,14,0,0,1,1,0,37,6,1,6,2,6,1,6,2,Dropout
1,12,7,1,0,0,1,1,0,27,6,3,6,2,6,3,6,2,Dropout
1,1,15,1,1,0,1,1,1,18,6,6,6,5,6,6,6,5,Graduate
1,1,12,1,0,0,1,1,1,18,8,8,8,8,8,8,8,8,Graduate
2,12,4,12,0,0,0,1,0,32,8,2,7,0,8,2,7,0,Dropout
1,15,7,14,0,0,1,1,0,20,5,1,5,3,5,1,5,3,Enrolled
1,14,4,1,0,0,1,1,0,22,6,0,6,0,6,0,6,0,Dropout
4,12,12,1,0,0,1,0,0,32,7,0,8,0,7,0,8,0,Dropout
1,1,9,1,1,0,1,0,0,21,5,4,5,5,5,4,5,5,Enrolled
1,8,14,1,0,0,0,0,0,19,6,3,6,5,6,3,6,5,Dropout
1,1,15,1,1,0,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
1,1,9,1,1,0,1,0,1,18,5,5,5,5,5,5,5,5,Graduate
1,4,9,2,1,1,0,0,0,38,5,0,5,0,5,0,5,0,Dropout
1,8,16,1,1,0,1,0,0,21,6,5,6,4,6,5,6,4,Dropout
1,1,10,1,0,0,0,0,0,21,6,2,6,1,6,2,6,1,Dropout
1,1,17,1,0,0,1,1,0,26,5,2,5,3,5,2,5,3,Enrolled
1,1,12,1,1,0,1,0,0,19,7,6,7,6,7,6,7,6,Graduate
1,1,12,1,1,0,1,0,1,19,8,7,8,7,8,7,8,7,Enrolled
1,8,11,1,0,1,1,0,0,18,6,4,6,3,6,4,6,3,Dropout
1,4,9,3,0,0,1,0,0,25,5,0,5,0,5,0,5,0,Dropout
1,1,12,1,1,0,1,0,0,19,14,7,14,7,14,7,14,7,Graduate
1,8,11,1,1,0,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
1,8,9,1,0,0,1,0,1,19,5,5,5,5,5,5,5,5,Graduate
1,1,10,1,1,0,1,0,1,22,6,6,6,6,6,6,6,6,Graduate
1,15,4,14,1,0,1,0,0,21,6,6,6,6,6,6,6,6,Graduate
1,8,6,1,1,0,1,0,1,21,6,6,6,6,6,6,6,6,Graduate
1,1,16,1,0,0,1,0,1,20,7,7,7,7,7,7,7,7,Graduate
2,1,9,1,0,0,1,0,0,19,5,4,5,3,5,4,5,3,Enrolled
1,1,12,1,1,0,1,0,0,18,7,6,7,6,7,6,7,6,Graduate
1,12,12,1,0,0,1,0,0,26,7,3,7,3,7,3,7,3,Dropout
1,10,9,2,1,0,1,0,0,31,15,13,14,11,15,13,14,11,Dropout
1,8,10,1,1,0,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
4,4,9,3,0,0,1,0,0,35,5,0,5,0,5,0,5,0,Dropout
1,1,6,1,1,0,1,0,0,19,5,2,5,3,5,2,5,3,Enrolled
1,1,10,1,0,0,1,0,1,19,6,5,6,6,6,5,6,6,Graduate
1,1,12,1,0,0,1,0,0,18,7,7,8,8,7,7,8,8,Graduate
1,8,6,1,0,0,1,0,0,20,6,6,6,6,6,6,6,6,Graduate
1,1,2,1,1,0,1,0,1,19,12,12,11,11,12,12,11,11,Graduate
1,14,10,1,0,0,1,0,1,21,6,2,6,5,6,2,6,5,Enrolled
1,8,16,1,0,1,1,0,1,18,7,7,7,7,7,7,7,7,Graduate
1,13,12,1,0,0,1,0,0,23,8,8,8,8,8,8,8,8,Graduate
1,1,5,1,0,0,1,0,1,21,6,5,6,6,6,5,6,6,Graduate
1,1,9,1,0,0,1,0,1,19,5,5,5,5,5,5,5,5,Graduate
1,1,9,1,1,0,1,0,0,19,5,4,5,3,5,4,5,3,Enrolled
1,17,6,16,1,0,1,0,0,20,11,11,9,9,11,11,9,9,Graduate
1,14,9,1,0,0,1,0,0,18,5,0,5,4,5,0,5,4,Enrolled
1,1,12,1,1,0,1,0,1,18,8,8,8,8,8,8,8,8,Graduate
2,1,12,1,0,0,1,0,0,19,7,6,7,6,7,6,7,6,Graduate
1,8,5,1,0,0,1,0,1,21,6,6,6,6,6,6,6,6,Graduate
1,1,10,1,1,0,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
1,1,14,1,0,0,1,0,0,20,6,6,6,5,6,6,6,5,Enrolled
1,1,15,1,0,0,1,0,0,18,6,5,6,6,6,5,6,6,Graduate
1,8,12,1,1,0,1,0,1,18,7,7,8,8,7,7,8,8,Graduate
2,14,17,1,0,0,1,0,0,32,5,5,5,4,5,5,5,4,Enrolled
1,8,2,1,1,0,1,0,0,18,0,0,0,0,0,0,0,0,Graduate
1,7,16,1,1,0,1,0,0,19,6,5,6,5,6,5,6,5,Enrolled
1,1,12,1,1,0,1,0,1,18,8,8,8,8,8,8,8,8,Graduate
1,1,12,1,0,0,0,0,0,18,8,0,8,0,8,0,8,0,Dropout
1,1,15,1,1,0,1,0,0,20,6,6,6,6,6,6,6,6,Graduate
1,3,14,1,1,0,1,0,0,19,6,6,6,4,6,6,6,4,Enrolled
1,8,12,1,1,0,1,0,0,19,8,7,8,7,8,7,8,7,Graduate
1,8,9,1,0,0,1,0,0,18,5,1,5,0,5,1,5,0,Enrolled
1,1,12,1,1,0,1,0,0,18,7,0,8,0,7,0,8,0,Dropout
1,8,12,1,1,0,1,0,1,18,7,6,8,7,7,6,8,7,Graduate
1,8,12,1,1,0,1,0,0,20,7,6,8,6,7,6,8,6,Enrolled
1,1,15,1,0,0,1,0,0,19,6,6,6,6,6,6,6,6,Enrolled
1,1,11,1,0,0,1,0,0,21,6,2,6,0,6,2,6,0,Dropout
1,1,16,1,1,0,1,0,1,19,7,7,7,7,7,7,7,7,Graduate
1,8,10,1,1,0,1,0,1,20,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,0,0,1,0,1,21,8,8,8,8,8,8,8,8,Graduate
1,15,6,14,1,0,1,0,0,23,6,0,6,0,6,0,6,0,Dropout
1,8,10,1,0,0,0,0,1,18,6,6,6,2,6,6,6,2,Dropout
2,12,17,3,0,0,1,0,0,30,5,5,5,5,5,5,5,5,Dropout
1,1,6,1,1,0,1,0,0,20,5,0,5,0,5,0,5,0,Dropout
2,14,9,1,0,0,0,0,0,29,5,3,5,0,5,3,5,0,Dropout
1,9,9,1,1,0,1,0,0,24,5,5,5,2,5,5,5,2,Enrolled
1,1,10,1,1,0,1,0,0,20,6,6,6,6,6,6,6,6,Graduate
1,14,3,1,0,0,1,0,0,27,6,4,6,6,6,4,6,6,Dropout
2,4,9,3,0,0,1,0,0,23,5,0,5,0,5,0,5,0,Dropout
1,16,5,1,0,0,1,0,1,23,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,1,0,1,0,0,18,8,7,8,7,8,7,8,7,Graduate
1,1,15,1,1,0,1,0,1,19,6,6,6,6,6,6,6,6,Graduate
1,8,12,1,1,0,1,0,0,19,7,7,8,8,7,7,8,8,Dropout
1,1,15,1,1,0,1,0,1,18,6,6,6,6,6,6,6,6,Dropout
1,1,5,1,1,0,1,0,0,19,6,6,6,6,6,6,6,6,Graduate
1,1,15,1,0,0,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
1,14,17,1,1,0,1,0,0,29,13,8,12,9,13,8,12,9,Enrolled
1,12,13,12,0,0,1,0,0,24,7,6,8,8,7,6,8,8,Graduate
1,8,13,1,1,0,1,0,0,19,7,2,7,2,7,2,7,2,Dropout
1,8,13,1,0,0,1,0,0,19,7,6,7,7,7,6,7,7,Enrolled
1,1,14,1,0,0,1,0,0,19,6,3,6,5,6,3,6,5,Enrolled
1,8,11,1,1,0,1,0,0,20,6,6,6,5,6,6,6,5,Graduate
1,1,15,1,0,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,1,5,1,1,0,0,0,0,18,6,6,6,4,6,6,6,4,Dropout
1,1,12,1,1,0,1,0,1,19,7,7,8,7,7,7,8,7,Graduate
1,7,6,1,1,0,1,0,0,19,6,6,6,6,6,6,6,6,Dropout
1,1,2,1,1,0,1,0,1,18,0,0,0,0,0,0,0,0,Graduate
1,1,15,1,1,0,1,0,1,19,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,1,0,1,0,1,18,7,7,8,8,7,7,8,8,Graduate
1,12,17,1,0,0,1,0,0,24,5,5,5,5,5,5,5,5,Enrolled
1,12,12,1,0,1,1,0,0,28,7,4,7,5,7,4,7,5,Enrolled
1,13,12,1,0,0,1,0,0,20,8,7,8,7,8,7,8,7,Graduate
1,1,12,1,1,0,1,0,1,19,8,7,8,7,8,7,8,7,Graduate
1,8,9,1,0,0,0,0,0,22,5,2,5,1,5,2,5,1,Dropout
1,1,10,1,1,0,1,0,0,19,6,6,6,6,6,6,6,6,Graduate
1,4,10,3,1,0,1,0,0,36,14,13,11,11,14,13,11,11,Graduate
1,15,4,14,0,0,1,0,1,19,6,6,6,6,6,6,6,6,Graduate
1,8,10,1,0,0,1,0,0,18,6,5,6,6,6,5,6,6,Graduate
4,14,17,9,0,0,0,0,0,40,5,0,5,0,5,0,5,0,Dropout
1,1,12,1,1,0,1,0,1,19,7,6,7,6,7,6,7,6,Graduate
4,14,12,1,0,0,1,0,0,38,8,5,8,5,8,5,8,5,Enrolled
1,4,6,3,0,0,1,0,0,32,10,4,9,3,10,4,9,3,Dropout
1,1,16,1,1,0,1,0,0,19,6,3,6,5,6,3,6,5,Enrolled
1,8,5,1,1,0,1,0,0,19,6,6,6,6,6,6,6,6,Graduate
2,12,9,1,0,0,1,0,0,35,1,0,5,0,1,0,5,0,Dropout
1,1,9,1,1,0,1,0,0,20,5,4,4,2,5,4,4,2,Enrolled
1,8,16,1,0,0,1,0,0,29,8,7,8,8,8,7,8,8,Graduate
1,1,17,1,0,0,1,0,0,29,5,5,5,4,5,5,5,4,Enrolled
1,1,12,1,1,0,1,0,1,19,8,7,8,7,8,7,8,7,Enrolled
1,1,12,1,1,0,1,0,1,18,8,7,8,7,8,7,8,7,Graduate
2,12,3,12,0,1,0,0,0,25,6,6,6,6,6,6,6,6,Graduate
4,12,3,12,0,1,0,0,0,50,6,0,5,0,6,0,5,0,Dropout
2,1,9,1,0,0,1,0,0,24,15,14,14,13,15,14,14,13,Dropout
1,1,7,1,0,0,1,0,0,18,5,0,5,0,5,0,5,0,Dropout
1,8,6,1,1,0,1,0,0,20,6,6,6,5,6,6,6,5,Graduate
1,7,4,1,1,1,1,0,1,20,18,18,13,13,18,18,13,13,Graduate
1,14,17,1,0,0,1,0,0,21,10,6,10,5,10,6,10,5,Dropout
1,12,10,1,0,1,1,1,0,28,8,7,6,1,8,7,6,1,Enrolled
1,1,11,1,0,0,1,1,1,19,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,0,0,1,1,1,18,8,8,8,8,8,8,8,8,Graduate
1,8,2,1,0,0,1,1,0,22,0,0,0,0,0,0,0,0,Graduate
1,15,4,14,0,0,1,1,0,25,6,0,6,0,6,0,6,0,Dropout
2,12,12,1,0,0,0,1,0,37,7,5,7,5,7,5,7,5,Dropout
1,12,12,1,0,0,0,1,0,38,7,5,7,4,7,5,7,4,Dropout
2,12,14,1,0,0,1,1,0,36,6,3,6,5,6,3,6,5,Dropout
1,1,12,1,1,0,1,1,0,18,8,7,8,7,8,7,8,7,Graduate
1,1,14,1,0,0,0,1,0,19,5,0,6,0,5,0,6,0,Dropout
1,12,8,1,0,1,1,1,0,24,5,2,5,3,5,2,5,3,Dropout
1,1,10,1,0,0,1,1,0,20,6,5,6,5,6,5,6,5,Graduate
1,1,2,1,1,0,1,1,0,21,0,0,0,0,0,0,0,0,Dropout
2,14,17,1,1,0,1,1,0,32,5,0,5,0,5,0,5,0,Dropout
2,12,17,12,0,0,1,1,0,39,5,0,5,1,5,0,5,1,Dropout
1,4,7,3,0,0,0,1,0,33,5,0,5,0,5,0,5,0,Dropout
1,8,14,1,0,0,1,1,1,20,5,5,5,4,5,5,5,4,Graduate
1,1,4,1,0,0,1,1,0,19,6,6,6,6,6,6,6,6,Graduate
2,12,17,1,0,0,0,1,0,43,5,2,5,3,5,2,5,3,Dropout
2,14,17,1,0,0,1,1,0,49,5,4,5,4,5,4,5,4,Dropout
1,1,15,1,1,0,1,1,1,18,6,6,6,6,6,6,6,6,Graduate
1,12,4,1,0,0,1,1,0,27,6,0,6,0,6,0,6,0,Enrolled
1,1,9,1,1,0,1,1,1,19,5,5,5,5,5,5,5,5,Dropout
1,12,5,1,0,1,1,1,1,45,6,6,6,0,6,6,6,0,Dropout
1,6,14,1,1,0,0,1,0,19,6,6,6,6,6,6,6,6,Graduate
1,15,4,14,0,0,1,1,1,21,6,6,6,4,6,6,6,4,Graduate
1,1,14,1,0,0,1,1,1,18,6,6,6,5,6,6,6,5,Graduate
1,8,9,1,0,0,1,1,0,18,5,0,5,0,5,0,5,0,Dropout
1,8,11,1,0,0,0,1,0,29,6,0,6,0,6,0,6,0,Dropout
1,1,14,1,0,0,1,1,0,19,5,5,5,5,5,5,5,5,Graduate
1,1,9,1,1,0,1,1,1,18,5,4,5,4,5,4,5,4,Enrolled
1,15,5,14,0,0,1,1,1,22,7,7,9,8,7,7,9,8,Graduate
1,8,12,1,1,0,1,1,1,18,7,7,8,8,7,7,8,8,Dropout
1,15,8,14,0,0,1,1,0,20,6,5,6,2,6,5,6,2,Enrolled
1,1,2,1,1,0,1,1,0,20,0,0,0,0,0,0,0,0,Dropout
4,12,14,12,0,1,1,1,1,29,6,1,6,0,6,1,6,0,Dropout
1,12,14,1,1,0,1,1,0,29,5,3,5,4,5,3,5,4,Dropout
1,14,15,1,1,0,1,1,0,23,6,1,6,4,6,1,6,4,Enrolled
1,8,2,1,1,1,1,1,0,19,0,0,0,0,0,0,0,0,Dropout
1,1,7,1,1,0,1,1,0,18,5,0,5,1,5,0,5,1,Dropout
2,13,11,1,1,0,1,1,0,22,6,4,6,2,6,4,6,2,Dropout
1,14,17,1,1,1,1,1,0,34,10,7,10,6,10,7,10,6,Dropout
1,14,17,4,0,0,1,1,0,26,5,5,5,5,5,5,5,5,Graduate
1,8,2,1,1,0,1,1,0,24,17,13,17,12,17,13,17,12,Dropout
1,1,14,1,1,0,1,1,1,17,6,6,6,6,6,6,6,6,Graduate
1,14,14,1,0,0,1,1,0,21,5,2,5,3,5,2,5,3,Enrolled
2,12,17,1,0,0,1,1,0,34,5,5,5,5,5,5,5,5,Enrolled
1,15,4,14,1,0,1,1,0,19,6,6,6,6,6,6,6,6,Graduate
2,12,4,1,0,1,0,1,0,49,12,5,7,5,12,5,7,5,Dropout
1,14,12,1,0,0,1,1,0,23,7,5,7,6,7,5,7,6,Dropout
1,9,7,1,1,0,1,1,0,18,5,4,5,3,5,4,5,3,Dropout
1,1,12,1,0,0,1,1,0,20,7,5,8,7,7,5,8,7,Enrolled
1,1,14,1,1,0,1,1,0,19,6,6,6,5,6,6,6,5,Graduate
1,13,4,14,1,0,1,1,0,24,9,8,10,9,9,8,10,9,Enrolled
1,1,9,1,1,0,1,1,0,18,5,5,5,5,5,5,5,5,Graduate
2,12,11,12,0,1,0,1,0,45,6,0,6,0,6,0,6,0,Dropout
1,12,17,1,1,0,1,1,0,30,5,2,5,0,5,2,5,0,Dropout
1,16,17,14,0,0,1,1,0,28,15,13,13,9,15,13,13,9,Dropout
1,12,17,1,0,0,1,1,0,40,5,0,5,0,5,0,5,0,Dropout
1,12,9,12,0,0,0,1,0,32,5,0,5,0,5,0,5,0,Dropout
1,8,11,1,1,0,1,1,0,19,6,4,6,4,6,4,6,4,Dropout
1,1,5,1,1,0,1,1,0,20,6,6,6,6,6,6,6,6,Graduate
1,8,7,1,0,0,1,1,0,18,5,1,5,0,5,1,5,0,Dropout
1,8,14,1,0,0,0,1,0,20,6,6,6,2,6,6,6,2,Dropout
1,12,17,1,0,0,1,1,0,39,5,4,5,4,5,4,5,4,Enrolled
1,8,6,1,0,0,0,1,0,19,6,5,6,5,6,5,6,5,Enrolled
1,12,17,9,0,0,1,1,0,38,5,2,5,3,5,2,5,3,Enrolled
1,8,12,1,1,0,1,1,1,18,7,6,7,6,7,6,7,6,Graduate
1,8,12,1,1,0,1,1,1,18,7,7,8,8,7,7,8,8,Graduate
2,14,8,7,0,0,1,1,0,28,5,0,5,0,5,0,5,0,Dropout
1,12,14,1,1,0,0,1,0,31,6,0,6,0,6,0,6,0,Dropout
1,1,12,1,0,0,1,1,0,23,7,6,7,6,7,6,7,6,Graduate
1,1,12,1,1,0,1,1,0,21,7,6,8,5,7,6,8,5,Enrolled
1,12,10,12,0,1,0,1,0,33,6,0,5,0,6,0,5,0,Dropout
1,14,9,1,0,0,1,1,0,22,5,3,5,3,5,3,5,3,Dropout
1,15,7,14,1,1,1,1,0,20,5,5,5,5,5,5,5,5,Dropout
1,8,14,1,0,1,1,1,0,19,6,6,6,5,6,6,6,5,Enrolled
1,15,6,14,1,0,1,1,0,20,6,6,6,6,6,6,6,6,Graduate
1,12,11,9,1,0,1,1,0,25,6,6,6,4,6,6,6,4,Enrolled
1,12,4,1,0,0,0,1,0,25,6,0,6,0,6,0,6,0,Dropout
1,1,5,1,1,0,1,1,0,19,6,6,6,6,6,6,6,6,Enrolled
1,1,14,1,1,0,1,1,0,20,5,5,5,4,5,5,5,4,Graduate
2,12,12,12,0,0,1,1,0,33,7,5,7,0,7,5,7,0,Enrolled
1,8,15,1,1,0,1,1,0,19,6,6,6,6,6,6,6,6,Graduate
1,12,8,12,0,0,1,1,0,31,5,0,5,0,5,0,5,0,Dropout
1,15,7,14,0,1,0,1,0,24,6,2,7,2,6,2,7,2,Dropout
1,15,7,14,0,1,0,1,0,23,5,0,5,0,5,0,5,0,Dropout
2,12,17,1,0,0,0,1,1,26,5,3,5,3,5,3,5,3,Dropout
2,14,5,2,1,0,1,1,0,38,18,18,18,18,18,18,18,18,Graduate
1,1,7,1,1,0,1,1,1,20,5,5,5,5,5,5,5,5,Graduate
1,8,7,1,1,0,1,1,0,20,5,3,5,5,5,3,5,5,Graduate
1,12,6,12,0,0,1,1,0,25,6,0,6,0,6,0,6,0,Dropout
1,8,5,1,1,0,1,1,0,19,6,5,6,4,6,5,6,4,Graduate
1,8,7,1,0,0,1,1,0,18,5,5,5,5,5,5,5,5,Graduate
1,14,17,9,0,0,1,1,0,28,13,7,11,5,13,7,11,5,Dropout
1,1,7,1,1,0,1,1,0,18,5,0,5,0,5,0,5,0,Enrolled
1,1,11,1,1,0,1,1,1,20,6,6,6,6,6,6,6,6,Graduate
1,1,8,1,0,0,1,1,0,18,6,6,6,6,6,6,6,6,Graduate
1,8,9,1,1,0,1,1,0,19,5,5,5,4,5,5,5,4,Graduate
1,13,12,1,0,1,1,1,0,24,8,2,8,2,8,2,8,2,Dropout
1,8,6,1,1,0,1,1,0,21,6,0,6,0,6,0,6,0,Dropout
1,1,14,1,0,0,1,1,1,20,6,6,6,6,6,6,6,6,Graduate
1,15,4,14,1,0,1,1,0,21,6,5,6,5,6,5,6,5,Graduate
2,1,13,1,0,1,1,1,0,24,7,7,8,7,7,7,8,7,Graduate
1,12,17,1,0,0,1,1,0,27,5,0,5,0,5,0,5,0,Dropout
1,8,9,1,1,1,0,1,0,19,5,4,5,5,5,4,5,5,Enrolled
1,12,3,1,0,0,1,1,0,39,9,9,7,7,9,9,7,7,Graduate
1,12,1,1,0,0,1,1,0,25,7,2,7,2,7,2,7,2,Dropout
1,4,2,3,0,0,0,1,0,18,0,0,0,0,0,0,0,0,Dropout
1,14,5,1,0,0,1,1,0,19,12,12,12,12,12,12,12,12,Graduate
1,9,15,1,0,0,1,1,1,21,6,5,6,4,6,5,6,4,Graduate
1,4,17,15,0,0,1,1,0,27,5,0,5,0,5,0,5,0,Dropout
1,1,9,1,1,0,1,1,0,19,5,0,5,0,5,0,5,0,Enrolled
1,8,12,1,1,0,1,1,0,18,8,7,8,7,8,7,8,7,Enrolled
1,4,14,3,1,0,1,1,0,27,12,9,11,6,12,9,11,6,Dropout
1,1,15,1,1,1,1,1,0,18,6,6,6,5,6,6,6,5,Dropout
1,1,8,1,0,0,1,1,0,19,5,2,5,5,5,2,5,5,Enrolled
1,15,4,14,0,0,1,1,0,19,6,3,6,1,6,3,6,1,Dropout
1,15,4,14,0,0,1,1,0,22,6,3,6,3,6,3,6,3,Enrolled
1,7,10,1,1,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,7,15,1,1,0,1,0,1,18,6,6,6,5,6,6,6,5,Graduate
1,14,9,1,0,0,1,0,0,23,11,11,6,6,11,11,6,6,Dropout
1,9,2,1,1,1,0,1,0,20,0,0,0,0,0,0,0,0,Dropout
1,8,15,1,1,0,1,1,0,18,6,6,6,6,6,6,6,6,Graduate
1,1,15,1,1,0,1,1,0,18,6,6,6,6,6,6,6,6,Graduate
1,8,7,1,1,0,1,1,0,18,5,5,5,3,5,5,5,3,Enrolled
1,8,15,1,1,0,1,1,0,20,6,6,6,6,6,6,6,6,Graduate
1,1,15,1,1,0,1,1,0,20,6,5,6,3,6,5,6,3,Graduate
1,15,5,14,0,0,1,1,0,21,7,5,9,5,7,5,9,5,Dropout
1,14,2,1,0,0,1,1,0,22,0,0,0,0,0,0,0,0,Enrolled
1,8,7,1,1,0,1,1,0,20,5,5,5,5,5,5,5,5,Dropout
1,1,2,1,0,1,1,1,0,19,0,0,0,0,0,0,0,0,Enrolled
1,15,7,14,1,0,1,1,0,19,5,2,5,3,5,2,5,3,Enrolled
1,8,14,1,1,0,1,1,0,20,6,6,6,6,6,6,6,6,Graduate
1,15,6,14,1,0,1,1,0,19,6,4,6,2,6,4,6,2,Dropout
1,1,7,1,1,0,1,1,0,19,5,3,6,2,5,3,6,2,Dropout
1,6,7,1,0,1,1,1,0,24,8,7,6,6,8,7,6,6,Enrolled
1,8,14,1,0,1,1,1,0,18,6,3,6,4,6,3,6,4,Dropout
1,1,7,1,0,0,0,1,1,18,5,5,5,5,5,5,5,5,Enrolled
1,1,10,1,1,1,1,0,0,18,6,5,6,5,6,5,6,5,Dropout
1,8,15,1,1,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,8,10,1,1,0,1,0,1,21,6,6,6,6,6,6,6,6,Graduate
1,6,6,1,0,0,1,0,0,18,6,4,6,5,6,4,6,5,Dropout
1,1,12,1,1,0,1,0,1,18,7,7,8,8,7,7,8,8,Graduate
1,1,10,1,1,0,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
1,9,3,1,1,0,1,0,0,23,6,4,6,0,6,4,6,0,Dropout
1,1,9,1,1,0,1,0,0,21,5,3,5,4,5,3,5,4,Graduate
1,1,10,1,0,0,1,0,0,20,6,1,6,1,6,1,6,1,Enrolled
1,8,3,1,1,0,1,0,0,26,7,7,6,2,7,7,6,2,Dropout
1,1,15,1,1,0,1,0,1,18,6,6,6,5,6,6,6,5,Enrolled
1,1,2,1,1,0,1,0,0,18,0,0,0,0,0,0,0,0,Dropout
1,1,14,1,0,0,0,0,1,19,6,6,6,6,6,6,6,6,Graduate
1,1,12,1,1,0,1,0,1,20,7,6,8,7,7,6,8,7,Graduate
1,1,15,1,1,1,0,0,0,19,6,6,6,2,6,6,6,2,Dropout
1,15,10,14,1,1,1,0,0,21,6,3,6,2,6,3,6,2,Enrolled
1,12,11,1,0,0,1,0,0,33,10,9,9,7,10,9,9,7,Graduate
1,1,6,1,0,0,1,0,0,18,5,4,5,4,5,4,5,4,Graduate
1,13,12,6,0,0,1,0,0,21,21,18,21,18,21,18,21,18,Graduate
1,1,15,1,1,0,1,0,0,19,6,6,6,6,6,6,6,6,Graduate
4,12,16,12,0,1,0,0,0,33,7,7,7,6,7,7,7,6,Enrolled
2,1,12,1,1,0,1,0,0,18,7,7,8,8,7,7,8,8,Graduate
1,1,14,1,0,0,1,0,1,18,6,6,6,6,6,6,6,6,Graduate
1,1,15,1,1,0,1,0,1,20,6,6,6,6,6,6,6,6,Graduate
1,1,11,1,1,0,0,0,0,20,6,0,6,0,6,0,6,0,Dropout
1,8,3,1,0,0,1,0,1,20,6,6,6,5,6,6,6,5,Graduate
1,8,6,1,1,0,1,0,1,19,5,4,5,5,5,4,5,5,Graduate
1,1,10,1,1,0,1,0,1,19,6,6,6,6,6,6,6,6,Graduate
1,8,10,1,1,0,1,0,0,21,6,6,6,6,6,6,6,6,Graduate
1,12,6,1,1,0,1,0,0,26,6,3,6,4,6,3,6,4,Enrolled
1,8,10,1,0,0,1,0,0,21,6,0,6,0,6,0,6,0,Dropout
1,1,12,1,1,0,1,0,0,18,8,7,8,7,8,7,8,7,Graduate
5,12,16,12,0,0,1,0,0,27,7,6,7,1,7,6,7,1,Dropout
1,14,5,1,1,0,1,0,1,20,12,12,12,11,12,12,12,11,Graduate
1,14,14,14,0,0,1,0,0,21,6,5,6,4,6,5,6,4,Enrolled
1,8,13,1,1,0,1,0,1,18,7,7,8,8,7,7,8,8,Graduate
1,15,6,14,1,0,1,0,0,20,6,6,6,5,6,6,6,5,Enrolled
1,1,15,1,1,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,15,10,14,0,0,1,0,1,20,6,6,6,6,6,6,6,6,Graduate
1,1,6,1,1,0,1,0,1,19,5,3,5,3,5,3,5,3,Graduate
1,1,12,1,1,0,1,0,0,20,7,6,8,7,7,6,8,7,Graduate
1,1,17,1,0,0,1,0,1,20,5,5,5,5,5,5,5,5,Graduate
1,15,6,14,0,0,1,0,0,20,5,2,5,4,5,2,5,4,Enrolled
1,1,10,1,1,1,1,0,0,19,6,0,5,0,6,0,5,0,Dropout
1,1,15,1,0,0,1,0,0,18,6,6,6,6,6,6,6,6,Graduate
1,1,6,1,1,0,1,0,0,18,5,3,5,5,5,3,5,5,Graduate
1,8,12,1,1,0,1,0,1,19,7,6,8,7,7,6,8,7,Graduate
1,1,12,1,1,0,1,0,0,19,7,6,8,7,7,6,8,7,Dropout
1,12,4,12,0,0,1,1,0,43,6,6,6,5,6,6,6,5,Enrolled
2,13,5,1,0,0,1,1,0,47,10,8,7,5,10,8,7,5,Dropout
1,13,9,1,1,0,0,1,0,23,3,0,2,0,3,0,2,0,Dropout
1,1,10,1,1,1,1,0,1,19,6,6,6,6,6,6,6,6,Graduate
